Date,Location,Temperature,Rainfall,Humidity,Water_source_quality,Sanitation_facilities,Population_density,Access_to_healthcare,Previous_outbreak_history,Reported_cases
2023-09-12,New Barbaramouth,24.3,14.6,76.8,Unsafe,Improved,6063,1.3,4,7
2025-01-13,Griffinmouth,28.5,36.1,84.3,Safe,Unimproved,7490,25.3,3,11
2024-12-16,Staceyberg,23.9,11.6,86.1,Safe,Unimproved,7925,15.2,3,12
2023-09-10,North Shannonfurt,31.4,3.8,68.2,Safe,Unimproved,9772,5.5,1,7
2024-09-23,North Kimberly,28.0,13.2,89.7,Unsafe,Unimproved,4281,26.7,4,14
2024-01-18,Dillonborough,29.5,11.1,77.2,Safe,Unimproved,4043,26.5,0,3
2024-01-28,South Hollyton,26.4,0.9,61.8,Safe,Improved,3184,19.8,2,1
2024-02-14,North Meghanville,24.6,0.4,53.8,Unsafe,Unimproved,2767,23.8,0,5
2023-07-21,Amyhaven,21.1,1.7,78.2,Safe,Unimproved,4203,22.6,3,7
2024-06-07,North Donnaville,22.9,13.2,79.2,Safe,Improved,2525,13.1,2,2
2023-11-24,Port Melissachester,27.6,16.0,78.4,Safe,Improved,1265,27.7,2,3
2025-01-20,South Troy,25.6,17.3,57.1,Unsafe,Improved,1783,19.5,0,1
2024-12-23,Amyberg,22.6,25.8,69.4,Safe,Unimproved,1297,5.4,2,8
2024-01-17,Dannyside,32.9,15.6,73.4,Safe,Unimproved,3698,4.9,0,4
2025-04-03,Simpsonville,33.1,16.1,49.6,Safe,Improved,3558,20.0,4,8
2023-07-04,New Michaelfort,21.2,45.8,73.4,Unsafe,Improved,3145,26.0,4,12
2023-06-29,Taylorview,31.1,10.1,69.9,Unsafe,Improved,8108,2.1,3,10
2025-03-11,West Tracy,28.6,3.6,42.0,Safe,Improved,464,5.1,4,2
2024-03-01,North Matthew,29.2,14.9,63.9,Unsafe,Improved,6768,8.6,0,4
2024-01-16,Clarktown,21.2,43.9,52.4,Safe,Improved,5031,1.0,0,0
2023-08-31,East Jocelyn,34.0,10.0,86.9,Unsafe,Unimproved,4534,16.7,2,10
2024-08-31,South Jacobside,19.6,12.8,78.5,Unsafe,Unimproved,2646,16.3,2,13
2023-09-19,Leefort,30.5,0.1,87.9,Unsafe,Unimproved,2801,14.8,0,9
2024-09-03,West Sheila,29.1,11.7,68.9,Unsafe,Unimproved,9259,17.6,4,19
2023-09-13,West Barbaraton,30.0,8.8,44.1,Unsafe,Unimproved,9791,14.7,3,6
2024-04-11,East Benjamin,24.9,123.2,70.6,Unsafe,Improved,2144,9.7,4,11
2023-09-15,Port Brian,26.4,25.3,73.6,Safe,Unimproved,308,5.5,0,2
2023-12-12,South David,24.2,36.9,48.2,Unsafe,Improved,5018,16.0,1,4
2023-10-28,Port Carolton,22.9,20.4,58.7,Unsafe,Unimproved,9676,14.2,1,8
2025-01-31,Jonathanfurt,26.5,41.5,44.7,Safe,Unimproved,5122,16.6,2,7
2025-04-16,Jordantown,32.4,57.2,40.5,Unsafe,Improved,6235,21.0,4,16
2023-09-17,Lake Kevinton,29.1,0.8,80.4,Safe,Improved,1811,1.5,1,0
2025-04-11,North Zachary,28.5,11.0,87.9,Unsafe,Improved,7450,7.1,2,6
2023-10-24,Lake Jessicatown,27.0,1.3,68.4,Safe,Improved,7544,27.0,4,5
2024-01-21,North Christianbury,23.5,2.1,76.2,Unsafe,Improved,926,26.6,1,6
2025-03-25,Johnsonburgh,24.1,32.2,49.6,Unsafe,Improved,6601,26.3,3,6
2024-05-28,Jamesville,44.2,31.2,50.5,Unsafe,Unimproved,6461,0.8,2,7
2023-08-10,Nathanielland,29.0,13.7,63.9,Unsafe,Unimproved,6610,27.3,4,10
2023-08-29,Devonland,33.1,138.9,57.2,Safe,Unimproved,6371,3.9,2,10
2023-05-31,South Leah,31.4,19.8,41.2,Unsafe,Unimproved,7828,2.2,1,12
2023-11-01,Cheyenneshire,25.8,7.4,76.9,Safe,Unimproved,8962,18.1,1,7
2024-07-21,Joseburgh,30.4,20.2,51.3,Unsafe,Unimproved,9224,10.8,0,12
2023-11-25,Port Brent,26.9,2.4,50.1,Unsafe,Unimproved,2977,20.7,0,8
2023-08-05,Port Priscilla,26.6,20.7,56.0,Safe,Improved,5737,13.8,4,3
2024-11-16,Port Jennyshire,33.1,18.6,64.3,Unsafe,Improved,5750,26.6,4,9
2025-05-10,Michaelview,29.6,13.3,71.9,Safe,Unimproved,9877,3.7,4,10
2023-10-09,Dunnborough,29.7,1.1,41.5,Safe,Unimproved,831,10.3,3,5
2024-10-11,Carriemouth,34.0,11.2,67.0,Unsafe,Unimproved,2577,22.9,3,11
2024-10-14,Lake Tanya,27.5,1.5,66.2,Safe,Improved,2362,16.0,0,0
2023-08-08,West Elizabeth,22.5,101.0,88.7,Safe,Improved,9291,4.0,1,2
2024-03-12,Emilyfurt,48.6,3.9,52.8,Safe,Unimproved,8731,6.5,4,7
2024-07-16,Lake Kyleburgh,29.3,13.1,51.6,Unsafe,Improved,410,3.3,0,1
2025-05-10,Kimberlyfurt,27.3,6.0,59.3,Unsafe,Improved,1604,0.8,4,11
2024-02-04,Krausechester,26.6,10.3,56.0,Unsafe,Unimproved,4087,18.7,0,6
2023-07-23,Brittneyville,27.8,14.8,81.9,Safe,Improved,8839,26.0,2,3
2023-11-02,West Bryanton,24.4,55.1,87.2,Unsafe,Unimproved,7785,15.9,2,15
2024-09-22,North Laurabury,26.0,26.5,71.0,Safe,Unimproved,2582,17.1,4,7
2024-10-02,Brownfurt,29.9,10.7,41.1,Safe,Improved,8274,28.3,0,0
2023-12-22,Lake Anthonytown,23.5,2.4,84.5,Unsafe,Improved,4648,15.8,0,3
2024-11-10,North Mathew,29.6,17.7,63.8,Unsafe,Unimproved,6867,22.7,1,10
2024-09-29,Wolfshire,21.8,5.4,88.6,Unsafe,Unimproved,9968,3.1,2,7
2024-12-14,Travishaven,28.7,5.4,62.9,Safe,Improved,4603,8.3,1,0
2024-10-06,Robinsonberg,30.6,38.7,86.9,Unsafe,Unimproved,7945,8.4,3,15
2023-08-20,Port Christinaview,28.2,6.1,46.2,Unsafe,Unimproved,6032,7.1,4,9
2024-07-25,Christophershire,29.8,65.0,89.0,Unsafe,Improved,9771,1.0,4,11
2023-12-26,Port Aliciaview,23.2,6.8,72.4,Safe,Improved,106,20.7,0,0
2024-04-23,Mccannfurt,19.1,4.5,57.6,Unsafe,Unimproved,6720,3.4,2,8
2024-08-18,Carrollshire,24.2,21.5,78.3,Safe,Improved,3314,4.3,3,6
2023-11-12,Lake Jeffrey,31.0,3.6,47.5,Unsafe,Unimproved,1339,9.8,4,25
2023-08-01,West Timothy,28.5,15.6,73.5,Safe,Unimproved,7559,2.8,1,3
2024-09-23,Russellshire,23.0,13.6,81.5,Safe,Unimproved,1904,13.8,3,10
2025-03-14,North Bryan,29.0,15.3,65.3,Safe,Unimproved,5335,7.2,2,5
2024-02-29,Bennettville,27.1,0.0,47.0,Safe,Unimproved,4675,12.3,3,3
2024-08-08,Port Clayton,32.2,12.7,68.6,Safe,Improved,7581,15.8,1,3
2025-02-16,Port Nicholas,29.6,23.1,46.1,Unsafe,Improved,2301,22.9,2,9
2023-06-04,Port Bethville,23.0,18.3,47.1,Unsafe,Improved,4997,16.5,0,3
2024-05-17,Lake Ericmouth,24.8,14.2,78.6,Safe,Unimproved,2581,9.8,3,6
2024-08-16,West Kathleenmouth,27.7,16.4,45.4,Unsafe,Improved,6011,14.1,4,7
2024-01-20,Brianshire,27.0,34.8,51.9,Unsafe,Unimproved,4751,2.5,0,4
2023-11-16,North Jacquelinemouth,21.8,1.1,71.7,Unsafe,Improved,6462,9.4,1,8
2025-04-15,Fordborough,21.2,10.2,87.0,Safe,Improved,8212,27.1,0,0
2024-05-15,Port Lindaview,18.1,23.2,67.5,Unsafe,Unimproved,7935,15.2,4,18
2024-07-22,Lake Tamarafort,31.3,8.3,60.6,Safe,Improved,9201,16.5,3,2
2023-12-21,Port Ashleyshire,33.3,26.7,71.6,Unsafe,Unimproved,3583,20.7,1,10
2024-02-08,North Pamelaberg,34.4,63.9,44.2,Safe,Unimproved,9167,13.8,3,9
2024-03-14,Port Peterton,35.1,18.4,89.6,Safe,Improved,7168,10.9,3,2
2024-09-10,Willischester,30.9,42.0,86.8,Unsafe,Unimproved,7008,5.1,2,7
2025-02-22,East Linda,25.9,1.9,47.3,Safe,Improved,5377,16.3,4,4
2024-03-09,Jenniferport,22.2,16.5,77.1,Unsafe,Improved,4919,8.5,2,1
2024-06-22,East Angela,26.1,2.5,78.0,Safe,Improved,6952,20.6,1,0
2024-12-04,Austinstad,32.2,0.1,46.5,Unsafe,Unimproved,5305,21.0,0,10
2024-09-11,Lake Phillipburgh,31.5,0.6,46.5,Unsafe,Unimproved,2588,21.5,4,16
2023-12-19,Port Joshua,31.7,3.8,44.5,Unsafe,Improved,6813,21.2,0,4
2024-09-02,Amyside,25.2,91.0,46.4,Safe,Unimproved,7773,9.0,4,9
2024-01-04,North Candaceside,32.8,46.7,89.3,Unsafe,Improved,4661,11.9,0,9
2024-11-24,Lewisport,30.4,3.6,89.0,Unsafe,Improved,3909,1.5,2,5
2025-03-29,Port Christinaport,32.8,3.8,45.7,Safe,Improved,4610,8.5,1,2
2024-05-19,Millerton,23.6,10.0,86.5,Unsafe,Unimproved,4871,17.2,3,7
2023-12-06,Ochoaport,29.8,9.7,40.9,Unsafe,Improved,9968,3.1,4,7
2023-11-01,Charlesshire,26.5,76.6,63.6,Unsafe,Improved,6488,13.3,1,8
2025-04-09,West Brendastad,26.3,31.7,60.7,Safe,Unimproved,2269,22.6,3,5
2024-12-27,North Angelicatown,16.3,21.1,60.4,Unsafe,Improved,9238,16.8,2,5
2024-03-18,Randolphchester,27.1,8.1,65.9,Safe,Improved,2253,18.3,0,0
2023-08-10,West Andrewberg,29.8,35.8,61.7,Safe,Improved,9930,17.9,4,2
2023-08-04,Lake Joshua,23.8,75.7,57.9,Unsafe,Unimproved,7412,22.4,0,12
2024-10-25,Spearstown,32.0,7.5,48.7,Unsafe,Improved,1291,13.5,2,4
2024-11-10,Hensonmouth,29.7,13.0,41.8,Safe,Improved,1281,2.8,1,4
2024-05-10,Millerport,32.9,15.2,68.6,Unsafe,Unimproved,4169,7.7,1,9
2024-07-07,Port Dustinborough,25.9,4.7,44.6,Safe,Unimproved,8031,20.1,1,2
2024-02-05,South Aaron,25.3,49.6,57.1,Safe,Improved,5832,5.0,0,0
2024-11-07,Millsborough,44.7,21.5,75.2,Safe,Improved,3010,13.8,2,4
2024-05-12,New Jill,32.3,18.1,64.7,Unsafe,Improved,9607,7.9,3,10
2024-08-05,Randybury,25.9,33.9,69.1,Unsafe,Improved,4862,1.5,2,3
2024-08-12,North Michael,27.4,26.6,51.4,Unsafe,Improved,7816,28.6,4,8
2024-01-20,Millsville,28.1,5.5,52.4,Unsafe,Unimproved,1485,28.5,1,6
2025-04-25,Edwardside,27.5,2.3,88.6,Unsafe,Improved,8936,20.1,1,3
2024-02-15,Jessicastad,24.3,9.0,45.4,Unsafe,Improved,3240,18.9,3,2
2024-04-06,Port Lisaland,22.2,26.3,89.1,Unsafe,Unimproved,5221,22.1,3,5
2025-01-24,Laurabury,27.9,25.1,88.7,Safe,Improved,2516,16.9,1,0
2025-01-15,Priceside,36.3,26.9,79.7,Unsafe,Unimproved,2933,10.4,0,8
2024-12-16,Colinside,32.4,69.4,83.0,Safe,Unimproved,5141,26.5,2,16
2025-01-26,South Rogerside,39.8,2.8,66.8,Unsafe,Improved,212,28.5,1,12
2025-04-12,East Rebecca,27.1,14.1,56.4,Unsafe,Unimproved,7527,7.0,4,15
2024-03-11,Susanbury,44.6,15.4,67.9,Unsafe,Unimproved,1149,10.5,4,14
2023-07-25,Port Adam,23.7,22.2,42.9,Unsafe,Unimproved,7306,9.7,1,9
2025-01-26,Davisburgh,23.4,18.6,77.4,Unsafe,Unimproved,8412,26.3,0,9
2023-10-01,South Ashley,25.3,14.9,75.7,Unsafe,Improved,520,7.2,1,7
2024-03-25,East Bonnieville,25.1,8.6,89.3,Safe,Improved,856,10.9,4,0
2023-11-21,Ericton,36.8,15.8,87.7,Unsafe,Unimproved,4111,20.9,2,9
2023-09-12,Kristinland,22.8,36.8,68.5,Safe,Improved,9164,4.2,4,12
2025-03-18,Lake Keithton,32.7,7.6,77.5,Unsafe,Improved,969,29.3,4,5
2023-11-01,Mcclureborough,38.7,9.4,77.6,Unsafe,Unimproved,1500,4.2,1,6
2025-03-18,West Tony,20.5,26.3,48.3,Unsafe,Unimproved,366,10.9,1,7
2024-04-10,Lake Sheilashire,20.1,0.3,55.1,Unsafe,Unimproved,4512,17.4,4,8
2024-05-03,Newtonton,34.2,29.5,79.9,Safe,Improved,914,18.1,2,3
2024-11-01,New Lori,18.8,24.6,78.5,Safe,Improved,9479,15.2,3,4
2024-10-03,Lake Patrickside,32.6,24.0,76.5,Safe,Unimproved,5275,8.2,2,5
2024-06-01,North Derek,33.4,36.6,66.1,Safe,Improved,2366,6.3,1,5
2024-08-01,North Gregory,29.1,5.4,46.6,Safe,Unimproved,3896,13.5,4,7
2024-04-14,Alisonview,34.0,10.3,43.5,Unsafe,Improved,2342,3.0,3,8
2024-03-28,Samanthaborough,27.5,8.4,85.9,Unsafe,Unimproved,8597,24.1,1,4
2023-11-25,North Julie,28.3,16.9,64.4,Unsafe,Unimproved,2622,26.6,4,17
2024-05-09,Amandaside,35.1,21.9,81.6,Safe,Unimproved,9690,8.8,3,16
2024-03-11,South Josephmouth,20.0,69.8,87.0,Safe,Improved,9794,25.9,4,8
2023-12-24,Johnsonport,29.6,2.4,88.1,Unsafe,Unimproved,5778,22.1,0,6
2024-10-03,Smithhaven,25.0,75.9,47.6,Safe,Improved,4238,20.4,3,6
2024-05-26,North Grace,23.5,4.1,53.9,Unsafe,Improved,6306,27.1,4,8
2023-09-20,New Michaelton,41.5,0.9,76.2,Unsafe,Unimproved,219,9.9,4,8
2024-03-23,Pattymouth,23.9,106.0,53.8,Safe,Improved,2310,20.8,1,2
2023-12-15,East Melissaborough,29.6,51.2,76.3,Safe,Unimproved,354,19.2,1,8
2024-06-21,Christineton,18.4,16.0,86.6,Safe,Unimproved,1533,13.8,3,6
2024-06-28,Port Scott,29.5,44.8,55.5,Safe,Improved,8705,26.1,3,1
2024-04-22,East Samuel,28.6,4.6,79.8,Safe,Improved,3716,18.1,2,1
2023-12-09,Johnsonchester,27.1,13.3,46.5,Safe,Improved,6176,13.1,1,2
2024-10-08,North David,23.1,0.3,45.5,Unsafe,Unimproved,5536,26.5,2,7
2023-12-29,North Tylerside,28.5,2.0,45.5,Safe,Unimproved,2752,7.1,3,8
2023-06-24,North Mckenzie,33.2,4.8,48.7,Unsafe,Improved,3693,1.6,0,9
2023-09-28,East Megan,22.5,6.0,68.8,Safe,Unimproved,291,26.2,1,4
2023-12-02,South Michellestad,21.4,15.1,89.1,Unsafe,Unimproved,4550,10.8,4,8
2024-06-06,Hernandezburgh,25.2,10.3,84.6,Unsafe,Improved,4267,5.3,0,5
2024-05-15,Richardport,20.7,11.7,45.7,Safe,Unimproved,7439,4.7,2,3
2024-04-09,South Joshua,24.8,19.3,51.6,Safe,Unimproved,7741,14.5,1,5
2023-07-29,Michelletown,22.7,41.4,75.1,Unsafe,Unimproved,2345,25.9,0,10
2024-04-01,Markmouth,28.8,34.2,56.4,Unsafe,Improved,7119,25.7,2,5
2023-11-17,Port Michael,23.9,7.5,69.0,Safe,Improved,6675,4.7,4,3
2024-11-27,South Amy,23.9,7.0,57.4,Safe,Unimproved,1351,13.0,0,4
2024-11-18,New Heidimouth,29.5,42.1,45.2,Safe,Unimproved,2330,9.9,1,2
2023-09-13,Robinfort,29.1,14.3,61.8,Safe,Unimproved,5786,3.8,3,4
2024-03-01,East Barbarahaven,27.2,2.3,60.6,Safe,Unimproved,6196,26.0,0,4
2024-06-08,Gloriaside,28.5,22.3,58.5,Unsafe,Improved,2288,6.0,0,3
2024-06-15,Port Robert,39.7,5.9,71.7,Safe,Unimproved,9217,21.2,3,10
2025-03-07,North Louishaven,28.9,32.3,80.2,Safe,Unimproved,5443,1.4,0,4
2023-06-27,Jessicamouth,32.1,8.8,82.2,Unsafe,Unimproved,8945,22.9,0,4
2023-11-22,Danastad,29.5,8.7,49.2,Unsafe,Improved,1019,26.5,2,3
2023-09-25,Port Nicole,20.3,21.9,79.1,Safe,Improved,4427,3.5,3,5
2024-06-25,East Davidmouth,29.0,28.8,53.7,Unsafe,Improved,6132,18.1,3,6
2025-01-30,New Denisemouth,22.5,6.2,40.2,Unsafe,Unimproved,8287,8.7,1,6
2024-11-23,Jaclynberg,26.5,82.5,78.1,Safe,Unimproved,9897,17.8,0,2
2023-07-06,Port Sherryburgh,28.4,116.5,64.2,Safe,Improved,5650,3.1,2,6
2023-08-27,New Nancy,24.7,36.2,57.9,Unsafe,Unimproved,4154,10.9,1,11
2024-05-22,Lisaside,24.7,15.6,69.0,Unsafe,Unimproved,4509,17.2,1,10
2024-07-03,New Kirk,16.0,15.1,89.0,Unsafe,Unimproved,6596,13.7,0,6
2023-10-18,Michealfort,25.5,8.6,48.5,Unsafe,Improved,6295,23.5,4,12
2024-01-07,Jeffreybury,29.0,9.4,41.7,Safe,Unimproved,7356,10.3,0,3
2024-07-06,Port Vincentborough,34.4,2.6,74.3,Safe,Unimproved,8913,27.6,2,5
2023-11-13,South Eugenestad,24.5,13.4,64.6,Safe,Improved,938,24.6,1,1
2024-06-30,West Williamport,25.7,2.9,78.6,Unsafe,Improved,7073,21.0,4,10
2025-01-09,Wigginsshire,29.5,1.5,82.2,Safe,Unimproved,1173,15.3,3,4
2024-09-23,Jessicaberg,26.6,23.4,66.7,Safe,Improved,7269,11.2,3,1
2023-11-04,Coxfurt,27.9,7.9,75.3,Safe,Improved,5905,6.9,2,2
2024-11-15,Lake Ashley,28.9,19.3,76.7,Unsafe,Improved,7143,6.1,3,4
2024-01-11,East James,28.0,10.0,62.1,Unsafe,Improved,3843,27.9,2,3
2023-08-24,Amyview,26.8,54.7,54.1,Unsafe,Unimproved,6969,28.3,4,11
2024-09-01,New Oscarbury,23.0,28.6,78.2,Safe,Improved,2850,11.6,1,1
2024-01-09,New Michaelshire,27.3,53.2,67.5,Safe,Unimproved,2648,9.3,2,10
2024-11-16,North Amyburgh,34.0,40.2,81.3,Safe,Unimproved,7107,4.6,2,9
2024-05-02,Petersontown,33.6,9.2,56.7,Safe,Unimproved,1696,26.0,4,12
2023-09-24,Sanchezbury,27.3,31.7,74.7,Safe,Unimproved,335,14.3,1,0
2023-06-13,Christopherbury,30.2,39.4,44.6,Unsafe,Unimproved,1381,3.2,0,5
2023-05-18,North William,31.0,4.6,80.3,Unsafe,Improved,6395,15.4,4,9
2023-11-19,Gonzalezmouth,26.8,13.0,87.6,Safe,Improved,4991,15.3,0,0
2025-03-15,Lake Lynn,24.0,38.3,56.7,Safe,Improved,4132,26.7,0,0
2023-05-31,Micheleview,27.7,68.1,83.0,Unsafe,Unimproved,6943,14.7,4,12
2023-09-25,New Victormouth,28.1,24.3,64.3,Unsafe,Unimproved,2347,20.7,4,7
2024-05-27,Gonzalezshire,22.5,29.2,59.5,Safe,Improved,1682,24.6,1,2
2025-05-03,Rebeccaland,32.2,14.2,77.7,Unsafe,Unimproved,1887,15.1,1,6
2024-07-21,Amberbury,24.1,1.6,55.0,Safe,Unimproved,1131,3.4,4,6
2024-01-11,New Emily,31.2,0.5,43.0,Unsafe,Improved,4173,21.8,2,10
2024-01-03,Devinfurt,23.3,7.3,57.2,Unsafe,Unimproved,3832,29.8,1,9
2023-11-24,Port Stephanieport,27.8,17.9,65.6,Safe,Improved,1973,5.5,0,0
2024-03-11,Williammouth,22.5,112.3,51.9,Unsafe,Improved,5077,19.2,3,5
2024-01-21,South Kellihaven,30.7,30.0,65.3,Safe,Unimproved,4999,26.6,1,5
2023-07-21,Marybury,24.6,0.3,41.9,Unsafe,Improved,3714,20.4,0,4
2024-12-03,New Julie,28.6,6.3,53.1,Safe,Improved,8371,29.1,4,5
2024-02-19,Port Dylan,32.1,5.9,70.3,Unsafe,Improved,2243,17.6,2,7
2024-01-05,Mckenzieview,23.6,14.1,70.1,Safe,Improved,6083,7.8,3,3
2025-05-09,Craigland,36.7,117.6,43.0,Unsafe,Improved,4012,16.2,0,11
2024-02-14,Michelleberg,32.9,25.3,48.1,Unsafe,Improved,5837,25.0,2,7
2025-02-25,Millerbury,27.4,35.6,65.4,Unsafe,Unimproved,2434,29.4,2,13
2023-09-12,Jenniferstad,34.4,2.0,61.0,Unsafe,Improved,1954,19.2,3,5
2023-12-31,Bonillamouth,30.6,44.9,89.7,Unsafe,Unimproved,8554,19.2,1,10
2023-10-23,Meganmouth,26.5,11.9,85.3,Unsafe,Unimproved,2944,18.2,3,11
2023-08-13,North Jamesborough,23.0,18.3,67.1,Safe,Improved,3807,11.2,3,4
2023-06-12,Stephanieside,34.5,3.8,63.2,Safe,Unimproved,5333,12.1,4,9
2023-11-28,South Elizabethtown,29.5,3.0,42.8,Safe,Unimproved,3871,0.8,1,3
2023-05-19,Travisshire,26.9,38.8,64.2,Safe,Improved,1888,23.0,0,0
2025-02-15,Coleburgh,26.0,8.9,68.8,Safe,Unimproved,7551,14.5,0,5
2025-03-24,East Jennifer,31.5,52.7,60.7,Unsafe,Unimproved,9163,3.5,2,17
2025-01-30,North Sean,31.9,33.2,55.2,Unsafe,Unimproved,1801,20.4,0,7
2024-01-03,Veronicashire,26.0,0.3,41.4,Unsafe,Improved,8070,12.2,2,3
2024-03-15,Port Jessica,25.6,0.0,50.6,Unsafe,Unimproved,1707,12.0,1,10
2024-07-12,Brianmouth,21.7,1.6,52.3,Unsafe,Improved,7388,18.6,4,11
2025-04-30,Amytown,27.3,10.4,63.1,Safe,Improved,8764,23.7,4,3
2025-01-04,Port John,21.2,26.3,60.3,Safe,Improved,7182,24.0,0,0
2024-05-08,Port Erika,31.3,21.8,77.8,Unsafe,Improved,6816,23.5,3,11
2024-05-07,Karenfort,28.3,3.4,78.8,Unsafe,Improved,1763,14.9,1,8
2023-11-05,Carlytown,28.5,14.3,48.5,Unsafe,Unimproved,8502,19.0,3,6
2023-10-05,Martinezfort,25.7,24.2,83.9,Unsafe,Unimproved,7694,25.4,0,11
2023-11-04,North Nicole,20.1,35.5,70.0,Safe,Improved,5054,19.3,0,0
2023-10-04,West Robin,20.0,2.7,63.9,Unsafe,Unimproved,2379,16.6,4,7
2025-03-28,Meganfurt,24.7,11.7,73.6,Unsafe,Improved,2036,19.8,4,7
2024-07-10,North Jamesview,27.1,10.4,76.1,Safe,Unimproved,9063,5.4,0,4
2025-03-03,South Donaldmouth,28.0,2.7,51.3,Safe,Unimproved,233,2.1,1,5
2024-12-31,Russellside,20.5,18.1,66.0,Safe,Improved,8308,1.4,1,0
2024-03-21,New Cassiehaven,28.1,17.5,41.7,Unsafe,Improved,6920,28.5,3,4
2024-04-14,Nicoleton,20.8,16.6,44.4,Safe,Unimproved,4823,1.5,3,4
2024-11-17,South Sara,34.9,5.0,57.8,Safe,Unimproved,7916,11.8,2,7
2025-02-12,Boydside,28.8,7.7,63.9,Safe,Unimproved,1737,20.8,4,6
2024-01-14,Hayleybury,24.9,0.5,87.6,Safe,Unimproved,814,22.4,1,5
2024-12-07,Tabithahaven,25.4,3.5,73.7,Unsafe,Unimproved,212,18.6,4,10
2023-05-25,South John,25.6,1.2,76.7,Unsafe,Unimproved,5621,18.7,1,15
2024-09-16,Lanemouth,37.4,7.8,50.5,Safe,Improved,1449,22.8,3,8
2023-12-03,Harrellside,23.4,16.1,82.2,Unsafe,Unimproved,6843,11.9,2,13
2023-10-23,Andrewmouth,31.3,46.4,81.3,Unsafe,Unimproved,2501,28.2,4,20
2024-08-24,East Brittany,26.0,34.7,77.9,Safe,Unimproved,1737,22.3,2,4
2024-02-03,South Kimberly,33.1,6.4,50.1,Unsafe,Unimproved,2647,26.0,1,12
2024-06-09,Kimberlyland,31.6,39.8,47.4,Unsafe,Improved,1101,6.6,3,11
2024-08-17,Coxport,19.7,11.8,54.0,Unsafe,Improved,7303,0.5,2,4
2025-02-24,Lake Chad,29.1,1.0,61.0,Unsafe,Unimproved,1690,12.7,1,10
2024-04-03,Whitestad,19.9,75.6,65.5,Safe,Unimproved,1937,9.4,1,12
2024-10-26,Andrewtown,27.1,4.7,89.4,Safe,Unimproved,6258,18.5,0,0
2024-06-06,Port Johnmouth,27.2,16.6,70.8,Safe,Unimproved,2485,2.1,1,6
2024-11-05,Port Sheilaton,26.0,10.2,41.5,Unsafe,Improved,1785,11.0,4,6
2024-04-11,Robynfort,33.2,18.1,53.6,Unsafe,Unimproved,4132,10.2,3,7
2024-10-12,Jenniferhaven,25.7,24.5,88.5,Safe,Improved,6968,29.3,3,2
2024-08-14,North Harry,23.5,54.9,41.5,Safe,Improved,9413,2.9,3,3
2024-06-13,East James,29.1,12.8,77.4,Safe,Unimproved,2431,4.9,4,8
2024-11-21,East Karenburgh,28.5,18.0,89.9,Safe,Improved,3960,8.8,3,4
2025-04-08,Carolinemouth,22.6,9.6,43.9,Safe,Unimproved,8531,9.4,4,9
2023-05-30,South Jeremy,29.4,0.4,66.3,Safe,Unimproved,3773,16.1,1,4
2023-05-16,Larafurt,18.9,26.2,79.5,Unsafe,Unimproved,418,24.4,3,12
2023-12-26,New Tonyfurt,21.6,26.6,63.1,Safe,Improved,3370,9.3,2,0
2025-03-14,Ebonytown,20.5,17.4,48.8,Unsafe,Improved,1450,27.3,2,8
2024-10-14,North Robert,27.4,103.8,51.0,Safe,Improved,4260,14.0,4,7
2024-04-04,Amyville,31.2,26.2,69.5,Safe,Improved,1931,16.4,3,1
2024-01-21,Woodsville,23.0,18.7,59.4,Safe,Unimproved,3565,26.2,3,4
2023-06-15,New Michael,21.1,7.9,46.7,Unsafe,Unimproved,105,10.1,2,10
2024-07-12,West Davidshire,36.1,54.8,82.9,Unsafe,Unimproved,3897,13.2,3,8
2024-08-03,North Kayla,26.8,22.8,62.6,Safe,Unimproved,3630,23.0,2,5
2025-04-11,Danielland,31.3,40.9,75.1,Safe,Unimproved,4109,13.1,2,3
2025-03-18,Stephanieshire,29.7,22.8,60.5,Unsafe,Improved,1004,15.4,2,3
2024-01-05,Stevenborough,23.2,20.1,85.1,Unsafe,Improved,8282,8.1,4,5
2024-07-28,South Lindseyberg,25.7,21.7,87.6,Safe,Unimproved,3133,12.0,0,3
2024-09-24,East Derekside,30.3,24.2,80.7,Unsafe,Improved,4002,6.1,4,12
2025-01-21,Sheppardbury,32.0,3.1,85.2,Unsafe,Unimproved,7843,0.8,0,11
2025-04-21,New Karen,26.3,43.9,82.6,Safe,Unimproved,5277,28.6,3,12
2023-12-09,Guzmantown,30.9,35.3,73.6,Unsafe,Improved,1254,24.3,4,11
2023-07-09,Glenntown,23.2,11.8,52.1,Unsafe,Improved,2077,20.8,4,6
2024-02-17,West Sethbury,37.9,3.1,69.2,Safe,Unimproved,6048,11.4,4,11
2024-06-22,Port Angelaborough,32.5,40.7,62.0,Safe,Improved,3992,7.8,3,5
2025-03-14,Huffborough,30.6,33.3,70.0,Safe,Improved,4370,20.8,2,3
2024-05-21,East Andrew,31.8,4.4,58.9,Unsafe,Unimproved,9336,27.7,3,7
2023-09-19,Port Patrickville,36.2,8.1,81.9,Safe,Improved,3163,21.5,2,6
2023-12-15,New Brendaport,37.5,18.7,69.1,Unsafe,Unimproved,5822,4.3,0,9
2023-07-06,Lake Nathan,18.9,7.0,85.6,Unsafe,Improved,5301,29.1,0,11
2024-04-24,Heatherfort,28.9,11.8,63.5,Safe,Unimproved,5232,8.9,0,0
2025-01-31,North Scott,30.0,42.1,54.9,Unsafe,Improved,5777,15.6,2,5
